transaction_id,timestamp,hour,sender_upi_id,sender_name,receiver_upi_id,receiver_name,amount,transaction_type,device_id,location_city,latitude,longitude,network_type,device_trust_score,failed_pin_attempts,sender_account_age_days,is_new_payee,time_since_last_txn_sec,distance_from_last_txn_km,travel_speed_kmh,amount_to_user_avg_ratio,user_historical_txns,is_fraud,fraud_type
TXN_UPI_202608000734,2026-08-02 03:14:37,3,varun.iyer159@ibl,Varun Iyer,manish.bose509@barodampay,Manish Bose,1864.23,P2P,"DEV_IND_00142_iPhone15,2",Hyderabad,17.3711,78.491,4G,0.87,0,1117,1,31341.0,3.37,0.39,1.554,2,0,NONE
TXN_UPI_202608000735,2026-08-02 03:17:15,3,varun.rao710@paytm,Varun Rao,amazon.pay@sbi,Amazon India,13179.34,P2M,DEV_IND_00532_OnePlus11,Delhi,28.6429,77.242,4G,0.94,0,1016,0,11359.0,4341.12,1375.83,52.717,3,0,NONE
TXN_UPI_202608000736,2026-08-02 03:19:32,3,sunita.mehta774@barodampay,Sunita Mehta,uber.rides@sbi,Uber India,464.45,P2M,"DEV_IND_00383_iPhone15,2",Jaipur,26.877,75.7979,4G,0.91,0,1172,0,9237.0,2.83,1.1,0.186,3,0,NONE
TXN_UPI_202608000737,2026-08-02 03:22:02,3,aditya.iyer240@paytm,Aditya Iyer,reliance.retail@paytmqr,Reliance Smart Bazaar,4204.0,P2M,DEV_IND_00402_Pixel8,Lucknow,26.8788,80.9473,4G,0.95,0,621,0,37203.0,947.56,91.69,9.342,3,0,NONE
TXN_UPI_202608000738,2026-08-02 03:24:01,3,neha.mehta912@apl,Neha Mehta,tatapower.bill@hdfcbank,Tata Power Electricity,3120.02,BILL_PAY,DEV_IND_00643_Pixel8,Mumbai,19.0441,72.8638,5G,0.94,0,111,0,14402.0,5.01,1.25,0.624,2,0,NONE
TXN_UPI_202608000739,2026-08-02 03:24:28,3,manish.bose681@paytm,Manish Bose,indianoil.fuel@paytmqr,Indian Oil Petrol,620.49,P2M,DEV_IND_00284_Pixel8,Lucknow,26.839,80.9002,5G,0.92,0,1212,0,32728.0,4.64,0.51,1.379,1,0,NONE
TXN_UPI_202608000740,2026-08-02 03:25:06,3,divya.aggarwal183@ybl,Divya Aggarwal,amazon.pay@paytmqr,Amazon India,4477.57,BILL_PAY,DEV_IND_00345_Pixel8,Bengaluru,12.982,77.6198,WIFI,0.99,0,1505,0,11936.0,5.82,1.76,1.791,5,0,NONE
TXN_UPI_202608000741,2026-08-02 03:26:16,3,ananya.kumar782@okicici,Ananya Kumar,tatapower.bill@paytmqr,Tata Power Electricity,4692.93,P2M,DEV_IND_00155_RedmiNote12,Pune,18.4907,73.8683,WIFI,0.99,0,1791,0,5261.0,500.27,342.32,0.939,2,0,NONE
TXN_UPI_202608000742,2026-08-02 03:29:03,3,rohan.nair593@oksbi,Rohan Nair,pooja.verma328@okicici,Pooja Verma,1372.99,P2P,DEV_IND_00276_SM-S918B,Jaipur,26.879,75.7547,4G,0.9,0,428,1,47158.0,2.71,0.21,1.831,2,0,NONE
TXN_UPI_202608000743,2026-08-02 03:30:14,3,simran.verma250@okaxis,Simran Verma,tatapower.bill@razorpay,Tata Power Electricity,5172.74,P2M,"DEV_IND_00687_iPhone15,2",Kochi,9.9659,76.2582,4G,0.97,0,525,0,57865.0,6.96,0.43,6.897,2,0,NONE
TXN_UPI_202608000744,2026-08-02 03:32:02,3,akanksha.reddy984@apl,Akanksha Reddy,sunita.mehta997@ibl,Sunita Mehta,729.61,P2P,"DEV_IND_00629_iPhone15,2",Kolkata,22.6108,88.3631,5G,0.86,0,761,0,34226.0,4.5,0.47,1.621,3,0,NONE
TXN_UPI_202608000745,2026-08-02 03:33:34,3,meera.gupta97@okhdfcbank,Meera Gupta,tatapower.bill@bharatpe,Tata Power Electricity,5110.2,QR_SCAN,DEV_IND_00021_Pixel8,Kochi,9.9515,76.2774,5G,0.96,0,1025,0,52574.0,6.0,0.41,20.441,2,0,NONE
TXN_UPI_202608000746,2026-08-02 03:35:27,3,amit.rao142@ibl,Amit Rao,fastdrain.mule336@paytm,Mule Conduit 19,54677.17,P2P,DEV_IND_00212_RedmiNote12,Lucknow,26.8393,80.9424,4G,0.46,3,1481,1,25254.0,4.36,0.62,218.709,3,1,VELOCITY_DRAIN_BURST
TXN_UPI_202608000747,2026-08-02 03:38:01,3,kavita.reddy705@okicici,Kavita Reddy,zomato.pay@bharatpe,Zomato Online,913.07,QR_SCAN,DEV_IND_00249_SM-S918B,Ahmedabad,23.0085,72.5234,4G,0.93,0,1973,0,2473.0,6.28,9.14,1.217,3,0,NONE
TXN_UPI_202608000748,2026-08-02 03:39:59,3,priya.kulkarni555@ybl,Priya Kulkarni,kirana.merchant@icici,Local Kirana Store,229.91,P2M,DEV_IND_00091_OnePlus11,Pune,18.4862,73.8286,5G,0.85,0,1384,1,39882.0,6.13,0.55,0.307,3,0,NONE
TXN_UPI_202608000749,2026-08-02 03:42:24,3,rajesh.sharma212@paytm,Rajesh Sharma,rahul.chopra200@okicici,Rahul Chopra,146.9,P2P,DEV_IND_00200_SM-S918B,Bengaluru,12.9308,77.6141,4G,0.87,0,1263,1,6134.0,5.7,3.35,0.326,3,0,NONE
TXN_UPI_202608000750,2026-08-02 03:43:39,3,neha.mehta856@paytm,Neha Mehta,fastdrain.mule334@paytm,Mule Conduit 12,56432.29,P2P,DEV_IND_00463_OnePlus11,Kochi,9.9229,76.2816,4G,0.25,1,1457,1,28293.0,5.0,0.64,22.573,2,1,VELOCITY_DRAIN_BURST
TXN_UPI_202608000751,2026-08-02 03:44:12,3,ananya.kumar922@okicici,Ananya Kumar,airtel.bills@sbi,Airtel Postpaid,427.73,P2M,DEV_IND_00635_SM-S918B,Jaipur,26.9519,75.7609,5G,0.95,0,432,0,58965.0,8.4,0.51,0.57,2,0,NONE
TXN_UPI_202608000752,2026-08-02 03:44:41,3,arjun.singh260@oksbi,Arjun Singh,ananya.kumar147@ibl,Ananya Kumar,403.28,P2P,DEV_IND_00068_Pixel8,Ahmedabad,22.9849,72.5677,5G,0.88,0,1281,0,27679.0,4.93,0.64,1.613,2,0,NONE
TXN_UPI_202608000753,2026-08-02 03:45:30,3,rohan.pandey511@okicici,Rohan Pandey,reliance.retail@hdfcbank,Reliance Smart Bazaar,1734.46,BILL_PAY,DEV_IND_00546_RedmiNote12,Delhi,28.6452,77.2091,WIFI,0.91,0,295,0,28590.0,3.48,0.44,0.694,1,0,NONE
TXN_UPI_202608000754,2026-08-02 03:46:22,3,shreya.reddy584@ibl,Shreya Reddy,croma.retail@icici,Croma Electronics,12023.76,QR_SCAN,"DEV_IND_00049_iPhone15,2",Mumbai,19.1043,72.8739,5G,0.93,0,259,0,93322.0,3.17,0.12,48.095,1,0,NONE
TXN_UPI_202608000755,2026-08-02 03:47:35,3,divya.aggarwal981@okhdfcbank,Divya Aggarwal,flipkart.pay@hdfcbank,Flipkart Payments,1487.21,QR_SCAN,DEV_IND_00165_Pixel8,Ahmedabad,23.0186,72.6013,5G,0.99,0,217,0,17495.0,3.09,0.64,0.297,1,0,NONE
TXN_UPI_202608000756,2026-08-02 03:50:03,3,sunita.mehta804@ybl,Sunita Mehta,indianoil.fuel@bharatpe,Indian Oil Petrol,3374.95,P2M,DEV_IND_00743_Pixel8,Lucknow,26.8573,80.968,5G,0.96,0,519,1,71223.0,2.46,0.12,4.5,1,0,NONE
TXN_UPI_202608000757,2026-08-02 03:52:27,3,simran.joshi570@ybl,Simran Joshi,croma.retail@bharatpe,Croma Electronics,6991.43,P2M,DEV_IND_00417_OnePlus11,Lucknow,26.8962,80.9804,4G,0.98,0,297,0,96807.0,6.46,0.24,2.797,1,0,NONE
TXN_UPI_202608000758,2026-08-02 03:54:14,3,harsh.bose484@ibl,Harsh Bose,swiggy.orders@paytmqr,Swiggy Delivery,515.42,P2M,DEV_IND_00384_OnePlus11,Chandigarh,30.7608,76.8044,4G,0.99,0,1235,1,53766.0,4.05,0.27,0.103,2,0,NONE
TXN_UPI_202608000759,2026-08-02 03:54:59,3,vikram.bose168@okhdfcbank,Vikram Bose,divya.aggarwal763@okhdfcbank,Divya Aggarwal,2506.31,P2P,DEV_IND_00664_Pixel8,Pune,18.5191,73.8533,5G,0.91,0,1364,1,90719.0,0.38,0.02,1.003,1,0,NONE
TXN_UPI_202608000760,2026-08-02 03:57:07,3,neha.saxena396@barodampay,Neha Saxena,swiggy.orders@icici,Swiggy Delivery,860.79,P2M,"DEV_IND_00133_iPhone15,2",Ahmedabad,23.002,72.5267,5G,0.93,0,1940,1,26065.0,6.99,0.97,1.148,3,0,NONE
TXN_UPI_202608000761,2026-08-02 04:00:04,4,sunita.mehta799@okhdfcbank,Sunita Mehta,apollo.meds@paytmqr,Apollo Pharmacy,2067.05,P2M,DEV_IND_00443_SM-S918B,Mumbai,19.1241,72.9124,4G,0.89,0,716,0,36895.0,7.81,0.76,1.723,2,0,NONE
TXN_UPI_202608000762,2026-08-02 04:01:33,4,arjun.deshmukh147@okaxis,Arjun Deshmukh,zomato.pay@icici,Zomato Online,944.34,P2M,DEV_IND_00518_OnePlus11,Chennai,13.0837,80.2838,4G,0.89,0,1553,0,55412.0,3.11,0.2,0.787,3,0,NONE
TXN_UPI_202608000763,2026-08-02 04:03:08,4,simran.verma697@okicici,Simran Verma,tatapower.bill@paytmqr,Tata Power Electricity,2067.1,QR_SCAN,DEV_IND_00627_Pixel8,Lucknow,26.809,80.94,5G,0.91,0,1775,0,49928.0,4.23,0.31,8.268,1,0,NONE
TXN_UPI_202608000764,2026-08-02 04:03:27,4,varun.iyer707@apl,Varun Iyer,gaurav.pandey216@oksbi,Gaurav Pandey,2792.78,P2P,DEV_IND_00682_RedmiNote12,Ahmedabad,23.0724,72.5367,5G,0.87,0,1866,0,47276.0,886.37,67.5,1.117,4,0,NONE
TXN_UPI_202608000765,2026-08-02 04:05:29,4,akanksha.reddy489@okhdfcbank,Akanksha Reddy,apollo.meds@icici,Apollo Pharmacy,424.15,QR_SCAN,DEV_IND_00749_RedmiNote12,Chandigarh,30.7217,76.7688,4G,0.97,0,154,1,90809.0,1.64,0.06,0.566,1,0,NONE
TXN_UPI_202608000766,2026-08-02 04:06:13,4,shreya.mishra369@ybl,Shreya Mishra,reliance.retail@bharatpe,Reliance Smart Bazaar,3677.83,P2M,"DEV_IND_00199_iPhone15,2",Kochi,9.938,76.3163,4G,0.86,1,1992,1,31985.0,2.57,0.29,0.736,2,0,NONE
TXN_UPI_202608000767,2026-08-02 04:07:04,4,arjun.deshmukh701@okhdfcbank,Arjun Deshmukh,uber.rides@hdfcbank,Uber India,391.11,P2M,DEV_IND_00038_Pixel8,Hyderabad,17.4023,78.4481,5G,0.88,0,856,1,77944.0,4.52,0.21,1.564,1,0,NONE
TXN_UPI_202608000768,2026-08-02 04:08:41,4,priya.kulkarni589@okicici,Priya Kulkarni,kirana.merchant@bharatpe,Local Kirana Store,765.42,QR_SCAN,"DEV_IND_00631_iPhone15,2",Lucknow,26.8856,80.9776,4G,0.85,0,776,0,49061.0,5.33,0.39,1.021,1,0,NONE
TXN_UPI_202608000769,2026-08-02 04:11:05,4,kavita.mishra660@okhdfcbank,Kavita Mishra,croma.retail@sbi,Croma Electronics,27155.41,QR_SCAN,DEV_IND_00159_RedmiNote12,Ahmedabad,23.0503,72.5459,5G,0.87,0,1892,1,6116.0,2.96,1.74,5.431,2,0,NONE
TXN_UPI_202608000770,2026-08-02 04:12:24,4,rohan.nair833@okaxis,Rohan Nair,apollo.meds@bharatpe,Apollo Pharmacy,2434.08,BILL_PAY,DEV_IND_00336_RedmiNote12,Lucknow,26.8559,80.9764,4G,0.88,0,1513,1,90204.0,3.16,0.13,0.487,1,0,NONE
TXN_UPI_202608000771,2026-08-02 04:14:56,4,naveen.singh937@oksbi,Naveen Singh,manish.bose160@barodampay,Manish Bose,910.42,P2P,"DEV_IND_00228_iPhone15,2",Delhi,28.6336,77.2096,4G,0.93,0,68,0,79616.0,2.2,0.1,1.214,1,0,NONE
TXN_UPI_202608000772,2026-08-02 04:17:31,4,kavita.mishra339@barodampay,Kavita Mishra,reliance.retail@icici,Reliance Smart Bazaar,2954.54,P2M,DEV_IND_00339_OnePlus11,Chennai,13.1102,80.3133,4G,0.89,0,809,1,72764.0,3.72,0.18,2.462,2,0,NONE
TXN_UPI_202608000773,2026-08-02 04:19:31,4,pooja.joshi698@ybl,Pooja Joshi,swiggy.orders@paytmqr,Swiggy Delivery,853.2,P2M,DEV_IND_00157_OnePlus11,Kochi,9.9691,76.2665,WIFI,0.87,0,1406,0,57359.0,5.35,0.34,1.138,2,0,NONE
TXN_UPI_202608000774,2026-08-02 04:21:24,4,rajesh.sharma326@oksbi,Rajesh Sharma,sunita.saxena307@okicici,Sunita Saxena,3464.21,P2P,DEV_IND_00440_SM-S918B,Chandigarh,30.7169,76.7892,5G,0.85,0,1548,1,32062.0,1.19,0.13,0.693,2,0,NONE
TXN_UPI_202608000775,2026-08-02 04:21:59,4,harsh.bose294@ibl,Harsh Bose,suspect.node194@ybl,Unknown Overseas Account,49485.39,P2P,DEV_UNKNOWN_3488,Moscow,55.7361,37.6189,VPN_SUSPICIOUS,0.35,0,546,1,48461.0,5130.76,381.15,197.942,2,1,IMPOSSIBLE_TRAVEL
TXN_UPI_202608000776,2026-08-02 04:24:09,4,priya.gupta304@oksbi,Priya Gupta,apollo.meds@paytmqr,Apollo Pharmacy,1722.55,P2M,DEV_IND_00181_Pixel8,Lucknow,26.8633,80.905,4G,0.88,0,669,1,62589.0,4.49,0.26,2.297,1,0,NONE
TXN_UPI_202608000777,2026-08-02 04:24:44,4,kavita.mishra644@oksbi,Kavita Mishra,zomato.pay@hdfcbank,Zomato Online,814.36,BILL_PAY,DEV_IND_00039_Pixel8,Delhi,28.5809,77.1981,WIFI,0.89,0,888,1,29162.0,0.51,0.06,0.163,3,0,NONE
TXN_UPI_202608000778,2026-08-02 04:27:25,4,nikhil.deshmukh498@apl,Nikhil Deshmukh,indianoil.fuel@hdfcbank,Indian Oil Petrol,2944.95,QR_SCAN,DEV_IND_00298_SM-S918B,Chandigarh,30.7439,76.7554,5G,0.98,0,438,0,52238.0,3.3,0.23,3.927,2,0,NONE
TXN_UPI_202608000779,2026-08-02 04:27:59,4,nikhil.singh829@barodampay,Nikhil Singh,amazon.pay@paytmqr,Amazon India,770.9,QR_SCAN,DEV_IND_00508_RedmiNote12,Lucknow,26.8662,80.9772,4G,0.87,0,1417,1,49559.0,3.76,0.27,0.308,1,0,NONE
TXN_UPI_202608000780,2026-08-02 04:29:24,4,kavita.reddy830@ybl,Kavita Reddy,chaipoint.pos@bharatpe,Chai Point Express,164.29,QR_SCAN,DEV_IND_00669_SM-S918B,Chennai,13.0993,80.2418,5G,0.87,0,1287,0,27427.0,1605.56,210.74,0.033,2,0,NONE
TXN_UPI_202608000781,2026-08-02 04:29:43,4,meera.gupta751@ibl,Meera Gupta,makemytrip.travel@hdfcbank,MakeMyTrip Flight,11417.76,P2M,DEV_IND_00081_Pixel8,Bengaluru,12.9939,77.5728,4G,0.92,0,1751,1,34214.0,0.49,0.05,9.515,2,0,NONE
TXN_UPI_202608000782,2026-08-02 04:30:54,4,divya.kumar390@okicici,Divya Kumar,chaipoint.pos@hdfcbank,Chai Point Express,187.03,QR_SCAN,DEV_IND_00735_Pixel8,Delhi,28.6368,77.1893,5G,0.9,0,539,1,29994.0,3.2,0.38,0.416,1,0,NONE
TXN_UPI_202608000783,2026-08-02 04:33:51,4,vikram.patel302@apl,Vikram Patel,chaipoint.pos@icici,Chai Point Express,78.84,P2M,DEV_IND_00034_Pixel8,Pune,18.5508,73.8457,5G,0.94,0,1456,0,55251.0,3.57,0.23,0.016,1,0,NONE
TXN_UPI_202608000784,2026-08-02 04:35:42,4,rohan.pandey360@okaxis,Rohan Pandey,sanjay.sharma335@ybl,Sanjay Sharma,1701.05,P2P,DEV_IND_00726_RedmiNote12,Pune,18.5019,73.8982,5G,0.95,0,668,0,29556.0,1.28,0.16,1.418,2,0,NONE
TXN_UPI_202608000785,2026-08-02 04:35:53,4,naveen.singh293@oksbi,Naveen Singh,chaipoint.pos@hdfcbank,Chai Point Express,105.08,BILL_PAY,"DEV_IND_00168_iPhone15,2",Bengaluru,13.01,77.5686,5G,0.87,0,296,1,21773.0,5.12,0.85,0.042,1,0,NONE
TXN_UPI_202608000786,2026-08-02 04:36:54,4,naveen.deshmukh715@oksbi,Naveen Deshmukh,swiggy.orders@hdfcbank,Swiggy Delivery,623.65,P2M,DEV_IND_00738_SM-S918B,Pune,18.5077,73.807,5G,0.92,0,763,1,48174.0,5.43,0.41,0.125,1,0,NONE
TXN_UPI_202608000787,2026-08-02 04:39:12,4,gaurav.pandey339@okaxis,Gaurav Pandey,kirana.merchant@sbi,Local Kirana Store,533.76,P2M,DEV_IND_00206_SM-S918B,Lucknow,26.8498,80.9852,WIFI,0.91,0,1004,1,58076.0,0.21,0.01,0.214,2,0,NONE
TXN_UPI_202608000788,2026-08-02 04:41:58,4,meera.gupta485@apl,Meera Gupta,amazon.pay@hdfcbank,Amazon India,6987.8,P2M,DEV_IND_00201_Pixel8,Lucknow,26.8506,80.9718,4G,0.94,0,1586,1,61202.0,3.4,0.2,2.795,2,0,NONE
TXN_UPI_202608000789,2026-08-02 04:43:52,4,sneha.mehta709@okicici,Sneha Mehta,flipkart.pay@hdfcbank,Flipkart Payments,8698.96,QR_SCAN,DEV_IND_00603_SM-S918B,Delhi,28.6553,77.2199,4G,0.9,0,412,1,45112.0,4.73,0.38,19.331,1,0,NONE
TXN_UPI_202608000790,2026-08-02 04:46:33,4,naveen.singh937@oksbi,Naveen Singh,apollo.meds@sbi,Apollo Pharmacy,2142.24,P2M,"DEV_IND_00228_iPhone15,2",Delhi,28.6219,77.1985,4G,0.93,0,68,1,1897.0,1.7,3.23,2.856,2,0,NONE
TXN_UPI_202608000791,2026-08-02 04:47:39,4,sanjay.sharma335@ybl,Sanjay Sharma,swiggy.orders@bharatpe,Swiggy Delivery,185.82,P2M,"DEV_IND_00460_iPhone15,2",Ahmedabad,23.026,72.6113,WIFI,0.87,0,586,0,44218.0,2.2,0.18,0.413,4,0,NONE
TXN_UPI_202608000792,2026-08-02 04:50:32,4,neha.saxena548@okhdfcbank,Neha Saxena,shreya.mishra277@oksbi,Shreya Mishra,6466.76,P2P,DEV_IND_00313_Pixel8,Hyderabad,17.3884,78.4919,5G,0.87,0,1111,1,56012.0,879.61,56.53,1.293,1,0,NONE
TXN_UPI_202608000793,2026-08-02 04:52:21,4,vikram.patel923@barodampay,Vikram Patel,blinkit.retail@razorpay,Blinkit Express,1215.37,QR_SCAN,"DEV_IND_00574_iPhone15,2",Lucknow,26.8296,80.9208,5G,0.92,0,141,0,16799.0,4.38,0.94,4.861,3,0,NONE
TXN_UPI_202608000794,2026-08-02 04:53:37,4,sunita.saxena712@ibl,Sunita Saxena,airtel.bills@paytmqr,Airtel Postpaid,739.25,QR_SCAN,DEV_IND_00173_SM-S918B,Delhi,28.5803,77.1688,WIFI,0.98,0,1034,1,34957.0,5.42,0.56,0.148,1,0,NONE
TXN_UPI_202608000795,2026-08-02 04:56:05,4,naveen.singh181@ibl,Naveen Singh,zomato.pay@hdfcbank,Zomato Online,1182.81,QR_SCAN,"DEV_IND_00708_iPhone15,2",Bengaluru,12.9219,77.5686,5G,0.94,0,1779,1,26885.0,6.2,0.83,4.731,1,0,NONE
TXN_UPI_202608000796,2026-08-02 04:57:24,4,sneha.mehta875@ibl,Sneha Mehta,uber.rides@paytmqr,Uber India,252.44,P2M,DEV_IND_00183_Pixel8,Jaipur,26.9089,75.7495,5G,0.85,0,1601,1,32092.0,2.22,0.25,0.101,3,0,NONE
TXN_UPI_202608000797,2026-08-02 04:57:55,4,vikram.bose767@okicici,Vikram Bose,priya.gupta802@ibl,Priya Gupta,957.82,P2P,DEV_IND_00364_SM-S918B,Pune,18.4722,73.8981,5G,0.98,0,678,0,31255.0,6.91,0.8,1.277,1,0,NONE
TXN_UPI_202608000798,2026-08-02 04:58:27,4,vikram.bose640@okicici,Vikram Bose,kirana.merchant@icici,Local Kirana Store,427.23,P2M,DEV_IND_00064_SM-S918B,Lucknow,26.8958,80.9719,4G,0.89,0,646,1,12324.0,8453.02,2469.24,0.356,2,0,NONE
TXN_UPI_202608000799,2026-08-02 05:00:16,5,harsh.patel205@ybl,Harsh Patel,flipkart.pay@razorpay,Flipkart Payments,14032.76,P2M,DEV_IND_00774_OnePlus11,Kolkata,22.5847,88.3622,5G,0.87,0,735,0,45916.0,1.36,0.11,5.613,1,0,NONE
TXN_UPI_202608000800,2026-08-02 05:01:24,5,aditya.rao638@ibl,Aditya Rao,flipkart.pay@bharatpe,Flipkart Payments,10167.0,BILL_PAY,DEV_IND_00672_Pixel8,Chandigarh,30.7202,76.8194,4G,0.86,0,1097,0,10183.0,2.46,0.87,13.556,2,0,NONE
TXN_UPI_202608000801,2026-08-02 05:04:00,5,sneha.mehta827@paytm,Sneha Mehta,airtel.bills@paytmqr,Airtel Postpaid,1042.33,P2M,"DEV_IND_00363_iPhone15,2",Hyderabad,17.432,78.5229,4G,0.9,0,1490,0,73967.0,8.41,0.41,4.169,2,0,NONE
TXN_UPI_202608000802,2026-08-02 05:06:42,5,sunita.saxena277@paytm,Sunita Saxena,zomato.pay@razorpay,Zomato Online,335.77,QR_SCAN,"DEV_IND_00533_iPhone15,2",Kochi,9.9574,76.2293,5G,0.92,0,1486,0,58094.0,2308.94,143.08,0.067,2,0,NONE
TXN_UPI_202608000803,2026-08-02 05:09:35,5,harsh.bose263@okaxis,Harsh Bose,indianoil.fuel@bharatpe,Indian Oil Petrol,1168.39,P2M,DEV_IND_00324_SM-S918B,Ahmedabad,23.0025,72.6178,4G,0.85,0,738,1,75815.0,5.24,0.25,2.596,1,0,NONE
TXN_UPI_202608000804,2026-08-02 05:11:22,5,rohan.nair384@barodampay,Rohan Nair,croma.retail@bharatpe,Croma Electronics,44187.0,P2M,DEV_IND_00156_Pixel8,Delhi,28.6137,77.2329,4G,0.87,0,1649,1,24520.0,3.69,0.54,36.822,3,0,NONE
TXN_UPI_202608000805,2026-08-02 05:12:44,5,ananya.kumar62@okaxis,Ananya Kumar,zomato.pay@icici,Zomato Online,1131.41,P2M,DEV_IND_00335_SM-S918B,Chennai,13.069,80.2302,4G,0.97,0,802,0,17214.0,2.24,0.47,0.226,3,0,NONE
TXN_UPI_202608000806,2026-08-02 05:13:25,5,pooja.verma329@ybl,Pooja Verma,tatapower.bill@hdfcbank,Tata Power Electricity,1773.36,QR_SCAN,DEV_IND_00187_SM-S918B,Kochi,9.9362,76.2714,WIFI,0.87,0,694,0,52815.0,5.73,0.39,0.709,3,0,NONE
TXN_UPI_202608000807,2026-08-02 05:15:55,5,meera.kulkarni311@ybl,Meera Kulkarni,shreya.mishra861@paytm,Shreya Mishra,709.37,P2P,DEV_IND_00591_Pixel8,Ahmedabad,23.0023,72.6109,5G,0.95,0,1678,1,30838.0,7.44,0.87,1.576,2,0,NONE
TXN_UPI_202608000808,2026-08-02 05:17:52,5,ananya.kumar295@okhdfcbank,Ananya Kumar,apollo.meds@sbi,Apollo Pharmacy,205.97,QR_SCAN,DEV_IND_00095_RedmiNote12,Ahmedabad,23.0313,72.5321,5G,0.9,0,529,0,100132.0,4.14,0.15,0.172,1,0,NONE
TXN_UPI_202608000809,2026-08-02 05:19:34,5,ritika.kumar758@okhdfcbank,Ritika Kumar,apollo.meds@icici,Apollo Pharmacy,1509.87,QR_SCAN,DEV_IND_00415_SM-S918B,Ahmedabad,22.9807,72.5382,5G,0.96,0,1330,0,23455.0,6.52,1.0,0.302,2,0,NONE
TXN_UPI_202608000810,2026-08-02 05:20:10,5,divya.aggarwal384@ibl,Divya Aggarwal,priya.gupta626@okaxis,Priya Gupta,289.19,P2P,DEV_IND_00645_RedmiNote12,Chandigarh,30.7343,76.8284,4G,0.99,0,1368,1,36500.0,593.25,58.51,1.157,3,0,NONE
TXN_UPI_202608000811,2026-08-02 05:21:29,5,rajesh.chopra526@ybl,Rajesh Chopra,manish.patel911@ybl,Manish Patel,5063.22,P2P,"DEV_IND_00590_iPhone15,2",Pune,18.4942,73.8497,5G,0.89,0,887,0,19409.0,3.01,0.56,2.025,1,0,NONE
TXN_UPI_202608000812,2026-08-02 05:23:54,5,akanksha.mishra677@okhdfcbank,Akanksha Mishra,chaipoint.pos@razorpay,Chai Point Express,91.14,P2M,DEV_IND_00299_SM-S918B,Lucknow,26.8583,80.9852,5G,0.98,0,505,0,21654.0,4.08,0.68,0.036,1,0,NONE
TXN_UPI_202608000813,2026-08-02 05:26:38,5,akanksha.reddy226@okicici,Akanksha Reddy,zomato.pay@bharatpe,Zomato Online,790.74,P2M,DEV_IND_00509_RedmiNote12,Hyderabad,17.3927,78.5181,5G,0.88,0,288,1,21369.0,4.8,0.81,3.163,2,0,NONE
TXN_UPI_202608000814,2026-08-02 05:27:51,5,divya.kumar517@okicici,Divya Kumar,reliance.retail@icici,Reliance Smart Bazaar,3454.01,QR_SCAN,DEV_IND_00135_OnePlus11,Mumbai,19.0393,72.8495,WIFI,0.97,0,288,1,36550.0,7.01,0.69,1.382,2,0,NONE
TXN_UPI_202608000815,2026-08-02 05:30:47,5,ananya.kumar206@apl,Ananya Kumar,croma.retail@sbi,Croma Electronics,2098.56,QR_SCAN,DEV_IND_00215_SM-S918B,Hyderabad,17.3494,78.5091,5G,0.92,0,311,0,51196.0,0.71,0.05,4.663,2,0,NONE
TXN_UPI_202608000816,2026-08-02 05:32:20,5,rahul.sharma105@paytm,Rahul Sharma,indianoil.fuel@sbi,Indian Oil Petrol,1107.71,P2M,"DEV_IND_00420_iPhone15,2",Chandigarh,30.6979,76.7683,4G,0.86,0,768,1,100160.0,4.08,0.15,1.477,1,0,NONE
TXN_UPI_202608000817,2026-08-02 05:35:19,5,arjun.singh251@okhdfcbank,Arjun Singh,apollo.meds@bharatpe,Apollo Pharmacy,198.42,QR_SCAN,DEV_IND_00248_Pixel8,Chandigarh,30.6894,76.8183,4G,0.85,0,780,0,16061.0,12.26,2.75,0.265,3,0,NONE
TXN_UPI_202608000818,2026-08-02 05:36:43,5,nikhil.singh546@apl,Nikhil Singh,claim.rewards.gov64@axl,Cashback Rewards NPCI Official (Fake),21172.12,COLLECT_REQUEST,DEV_PHISH_1225,Delhi,28.6215,77.2018,VPN_SUSPICIOUS,0.29,0,1278,1,65844.0,233.88,12.79,47.049,2,1,PHISHING_QR_COLLECT_SCAM
TXN_UPI_202608000819,2026-08-02 05:39:08,5,rohan.pandey533@okaxis,Rohan Pandey,kirana.merchant@paytmqr,Local Kirana Store,522.52,QR_SCAN,DEV_IND_00066_SM-S918B,Ahmedabad,23.0001,72.5691,4G,0.89,0,1655,0,75718.0,0.71,0.03,0.105,2,0,NONE
TXN_UPI_202608000820,2026-08-02 05:40:14,5,nikhil.singh436@okaxis,Nikhil Singh,tanvi.joshi124@ybl,Tanvi Joshi,881.77,P2P,DEV_IND_00448_Pixel8,Jaipur,26.9134,75.8307,4G,0.9,0,685,0,94874.0,1888.89,71.67,1.176,1,0,NONE
TXN_UPI_202608000821,2026-08-02 05:42:37,5,rajesh.sharma166@barodampay,Rajesh Sharma,apollo.meds@sbi,Apollo Pharmacy,1329.88,QR_SCAN,"DEV_IND_00260_iPhone15,2",Chennai,13.039,80.3164,4G,0.9,0,367,0,59147.0,6.48,0.39,2.955,2,0,NONE
